gene	canonical_length	longest_length
MIR4478	0	0
MIR4479	0	0
MIR448	0	0
MIR4480	0	0
MIR4481	0	0
MIR4482	0	0
MIR4483	0	0
MIR4484	0	0
MIR4485	0	0
MIR4486	0	0
MIR4487	0	0
MIR4488	0	0
MIR4489	0	0
MIR4490	0	0
MIR4491	0	0
MIR4492	0	0
MIR4493	0	0
MIR4494	0	0
MIR4495	0	0
MIR4496	0	0
MIR4497	0	0
MIR4498	0	0
MIR4499	0	0
MIR449A	0	0
MIR449B	0	0
MIR449C	0	0
MIR4500	0	0
MIR4500HG	0	0
MIR4501	0	0
MIR4502	0	0
MIR4503	0	0
MIR4504	0	0
MIR4505	0	0
MIR4506	0	0
MIR4507	0	0
MIR4508	0	0
MIR4509-1	0	0
MIR4509-2	0	0
MIR4509-3	0	0
MIR450A1	0	0
MIR450A2	0	0
MIR450B	0	0
MIR4510	0	0
MIR4511	0	0
MIR4512	0	0
MIR4513	0	0
MIR4514	0	0
MIR4515	0	0
MIR4516	0	0
MIR4517	0	0
MIR4518	0	0
MIR4519	0	0
MIR451A	0	0
MIR451B	0	0
MIR452	0	0
MIR4520-1	0	0
MIR4520-2	0	0
MIR4521	0	0
MIR4522	0	0
MIR4523	0	0
MIR4524A	0	0
MIR4524B	0	0
MIR4525	0	0
MIR4526	0	0
MIR4527	0	0
MIR4528	0	0
MIR4529	0	0
MIR4530	0	0
MIR4531	0	0
MIR4532	0	0
MIR4533	0	0
MIR4534	0	0
MIR4535	0	0
MIR4536-1	0	0
MIR4536-2	0	0
MIR4537	0	0
MIR4538	0	0
MIR4539	0	0
MIR454	0	0
MIR4540	0	0
MIR455	0	0
MIR4632	0	0
MIR4633	0	0
MIR4634	0	0
MIR4635	0	0
MIR4636	0	0
MIR4637	0	0
MIR4638	0	0
MIR4639	0	0
MIR4640	0	0
MIR4641	0	0
MIR4642	0	0
MIR4643	0	0
MIR4644	0	0
MIR4645	0	0
MIR4646	0	0
MIR4647	0	0
MIR4648	0	0
MIR4649	0	0
MIR4650-1	0	0
MIR4650-2	0	0
MIR4651	0	0
MIR4652	0	0
MIR4653	0	0
MIR4654	0	0
MIR4655	0	0
MIR4656	0	0
MIR4657	0	0
MIR4658	0	0
MIR4659A	0	0
MIR4659B	0	0
MIR466	0	0
MIR4660	0	0
MIR4661	0	0
MIR4662A	0	0
MIR4662B	0	0
MIR4663	0	0
MIR4664	0	0
MIR4665	0	0
MIR4666A	0	0
MIR4666B	0	0
MIR4667	0	0
MIR4668	0	0
MIR4669	0	0
MIR4670	0	0
MIR4671	0	0
MIR4672	0	0
MIR4673	0	0
MIR4674	0	0
MIR4675	0	0
MIR4676	0	0
MIR4677	0	0
MIR4678	0	0
MIR4679-1	0	0
MIR4679-2	0	0
MIR4680	0	0
MIR4681	0	0
MIR4682	0	0
MIR4683	0	0
MIR4684	0	0
MIR4685	0	0
MIR4686	0	0
MIR4687	0	0
MIR4688	0	0
MIR4689	0	0
MIR4690	0	0
MIR4691	0	0
MIR4692	0	0
MIR4693	0	0
MIR4694	0	0
MIR4695	0	0
MIR4696	0	0
MIR4697	0	0
MIR4697HG	0	0
MIR4698	0	0
MIR4699	0	0
MIR4700	0	0
MIR4701	0	0
MIR4703	0	0
MIR4704	0	0
MIR4705	0	0
MIR4706	0	0
MIR4707	0	0
MIR4708	0	0
MIR4709	0	0
MIR4710	0	0
MIR4711	0	0
MIR4712	0	0
MIR4713	0	0
MIR4714	0	0
MIR4715	0	0
MIR4716	0	0
MIR4717	0	0
MIR4718	0	0
MIR4719	0	0
MIR4720	0	0
MIR4721	0	0
MIR4722	0	0
MIR4723	0	0
MIR4724	0	0
MIR4725	0	0
MIR4726	0	0
MIR4727	0	0
MIR4728	0	0
MIR4729	0	0
MIR4730	0	0
MIR4731	0	0
MIR4732	0	0
MIR4733	0	0
MIR4734	0	0
MIR4735	0	0
MIR4736	0	0
MIR4737	0	0
MIR4738	0	0
MIR4739	0	0
MIR4740	0	0
MIR4741	0	0
MIR4742	0	0
MIR4743	0	0
MIR4744	0	0
MIR4745	0	0
MIR4746	0	0
MIR4747	0	0
MIR4748	0	0
MIR4749	0	0
MIR4750	0	0
MIR4751	0	0
MIR4752	0	0
MIR4753	0	0
MIR4754	0	0
MIR4755	0	0
MIR4756	0	0
MIR4757	0	0
MIR4758	0	0
MIR4759	0	0
MIR4760	0	0
MIR4761	0	0
MIR4762	0	0
MIR4763	0	0
MIR4764	0	0
MIR4765	0	0
MIR4766	0	0
MIR4767	0	0
MIR4768	0	0
MIR4769	0	0
MIR4770	0	0
MIR4771-1	0	0
MIR4771-2	0	0
MIR4772	0	0
MIR4773-1	0	0
MIR4773-2	0	0
MIR4774	0	0
MIR4775	0	0
MIR4776-1	0	0
MIR4776-2	0	0
MIR4777	0	0
MIR4778	0	0
MIR4779	0	0
MIR4780	0	0
MIR4781	0	0
MIR4782	0	0
MIR4783	0	0
MIR4784	0	0
MIR4785	0	0
MIR4786	0	0
MIR4787	0	0
MIR4788	0	0
MIR4789	0	0
MIR4790	0	0
MIR4791	0	0
MIR4792	0	0
MIR4793	0	0
MIR4794	0	0
MIR4795	0	0
MIR4796	0	0
MIR4797	0	0
MIR4798	0	0
MIR4799	0	0
MIR4800	0	0
MIR4801	0	0
MIR4802	0	0
MIR4803	0	0
MIR4804	0	0
MIR483	0	0
MIR484	0	0
MIR485	0	0
MIR486-1	0	0
MIR486-2	0	0
MIR487A	0	0
MIR487B	0	0
MIR488	0	0
MIR489	0	0
MIR490	0	0
MIR491	0	0
MIR492	0	0
MIR493	0	0
MIR494	0	0
MIR495	0	0
MIR496	0	0
MIR497	0	0
MIR497HG	0	0
MIR498	0	0
MIR4999	0	0
MIR499A	0	0
MIR499B	0	0
MIR5000	0	0
MIR5001	0	0
MIR5002	0	0
MIR5003	0	0
MIR5004	0	0
MIR5006	0	0
MIR5007	0	0
MIR5008	0	0
MIR5009	0	0
MIR500A	0	0
MIR500B	0	0
MIR501	0	0
MIR5010	0	0
MIR5011	0	0
MIR502	0	0
MIR503	0	0
MIR503HG	0	0
MIR504	0	0
MIR5047	0	0
MIR505	0	0
MIR506	0	0
MIR507	0	0
MIR508	0	0
MIR5087	0	0
MIR5088	0	0
MIR5089	0	0
MIR5090	0	0
MIR5091	0	0
MIR509-1	0	0
MIR5092	0	0
MIR509-2	0	0
MIR5093	0	0
MIR509-3	0	0
MIR5094	0	0
MIR5095	0	0
MIR5096	0	0
MIR510	0	0
MIR5100	0	0
MIR511	0	0
MIR512-1	0	0
MIR512-2	0	0
MIR513A1	0	0
MIR513A2	0	0
MIR513B	0	0
MIR513C	0	0
MIR514A1	0	0
MIR514A2	0	0
MIR514A3	0	0
MIR514B	0	0
MIR515-1	0	0
MIR515-2	0	0
MIR516A1	0	0
MIR516A2	0	0
MIR516B1	0	0
MIR516B2	0	0
MIR517A	0	0
MIR517B	0	0
MIR517C	0	0
MIR5186	0	0
MIR5187	0	0
MIR5188	0	0
MIR5189	0	0
MIR518A1	0	0
MIR518A2	0	0
MIR518B	0	0
MIR518C	0	0
MIR518D	0	0
MIR518E	0	0
MIR518F	0	0
MIR5190	0	0
MIR5191	0	0
MIR5192	0	0
MIR5193	0	0
MIR5194	0	0
MIR5195	0	0
MIR5196	0	0
MIR5197	0	0
MIR519A1	0	0
MIR519A2	0	0
MIR519B	0	0
MIR519C	0	0
MIR519D	0	0
MIR519E	0	0
MIR520A	0	0
MIR520B	0	0
MIR520C	0	0
MIR520D	0	0
MIR520E	0	0
MIR520F	0	0
MIR520G	0	0
MIR520H	0	0
MIR521-1	0	0
MIR521-2	0	0
MIR522	0	0
MIR523	0	0
MIR524	0	0
MIR525	0	0
MIR526A1	0	0
MIR526A2	0	0
MIR526B	0	0
MIR527	0	0
MIR539	0	0
MIR541	0	0
MIR542	0	0
MIR543	0	0
MIR544A	0	0
MIR544B	0	0
MIR545	0	0
MIR548A1	0	0
MIR548A2	0	0
MIR548A3	0	0
MIR548AA1	0	0
MIR548AA2	0	0
MIR548AB	0	0
MIR548AC	0	0
MIR548AD	0	0
MIR548AE1	0	0
MIR548AE2	0	0
MIR548AG1	0	0
MIR548AG2	0	0
MIR548AH	0	0
MIR548AI	0	0
MIR548AJ1	0	0
MIR548AJ2	0	0
MIR548AK	0	0
MIR548AL	0	0
MIR548AM	0	0
MIR548AN	0	0
MIR548AO	0	0
MIR548AP	0	0
MIR548AQ	0	0
MIR548AR	0	0
MIR548AS	0	0
MIR548AT	0	0
MIR548AU	0	0
MIR548AV	0	0
MIR548AW	0	0
MIR548AX	0	0
MIR548AY	0	0
MIR548AZ	0	0
MIR548B	0	0
MIR548BA	0	0
MIR548BB	0	0
MIR548C	0	0
MIR548D1	0	0
MIR548D2	0	0
MIR548E	0	0
MIR548F1	0	0
MIR548F2	0	0
MIR548F3	0	0
MIR548F4	0	0
MIR548F5	0	0
MIR548G	0	0
MIR548H1	0	0
MIR548H2	0	0
MIR548H3	0	0
MIR548H4	0	0
MIR548H5	0	0
MIR548I1	0	0
MIR548I2	0	0
MIR548I3	0	0
MIR548I4	0	0
MIR548J	0	0
MIR548K	0	0
MIR548L	0	0
MIR548M	0	0
MIR548N	0	0
MIR548O	0	0
MIR548O2	0	0
MIR548P	0	0
MIR548Q	0	0
MIR548S	0	0
MIR548T	0	0
MIR548U	0	0
MIR548V	0	0
MIR548W	0	0
MIR548X	0	0
MIR548X2	0	0
MIR548XHG	0	0
MIR548Y	0	0
MIR548Z	0	0
MIR549A	0	0
MIR550A1	0	0
MIR550A2	0	0
MIR550A3	0	0
MIR550B1	0	0
MIR550B2	0	0
MIR551A	0	0
MIR551B	0	0
MIR552	0	0
MIR553	0	0
MIR554	0	0
MIR555	0	0
MIR556	0	0
MIR557	0	0
MIR5571	0	0
MIR5572	0	0
MIR5579	0	0
MIR558	0	0
MIR5580	0	0
MIR5581	0	0
MIR5582	0	0
MIR5583-1	0	0
MIR5583-2	0	0
MIR5584	0	0
MIR5585	0	0
MIR5586	0	0
MIR5587	0	0
MIR5588	0	0
MIR5589	0	0
MIR559	0	0
MIR5590	0	0
MIR5591	0	0
MIR561	0	0
MIR562	0	0
MIR563	0	0
MIR564	0	0
MIR566	0	0
MIR567	0	0
MIR568	0	0
MIR5680	0	0
MIR5681A	0	0
MIR5681B	0	0
MIR5682	0	0
MIR5683	0	0
MIR5684	0	0
MIR5685	0	0
MIR5687	0	0
MIR5688	0	0
MIR5689	0	0
MIR5689HG	0	0
MIR569	0	0
MIR5690	0	0
MIR5691	0	0
MIR5692A1	0	0
MIR5692A2	0	0
MIR5692B	0	0
MIR5692C1	0	0
MIR5692C2	0	0
MIR5693	0	0
MIR5694	0	0
MIR5695	0	0
MIR5696	0	0
MIR5697	0	0
MIR5698	0	0
MIR5699	0	0
MIR570	0	0
MIR5700	0	0
MIR5701-1	0	0
MIR5702	0	0
MIR5703	0	0
MIR5704	0	0
MIR5705	0	0
MIR5706	0	0
MIR5707	0	0
MIR5708	0	0
MIR571	0	0
MIR572	0	0
MIR573	0	0
MIR5739	0	0
MIR574	0	0
MIR575	0	0
MIR576	0	0
MIR577	0	0
MIR578	0	0
MIR5787	0	0
MIR579	0	0
MIR580	0	0
MIR581	0	0
MIR582	0	0
MIR583	0	0
MIR584	0	0
MIR585	0	0
MIR586	0	0
MIR587	0	0
MIR588	0	0
MIR589	0	0
MIR590	0	0
MIR591	0	0
MIR592	0	0
MIR593	0	0
MIR595	0	0
MIR596	0	0
MIR597	0	0
MIR598	0	0
MIR599	0	0
MIR600	0	0
MIR600HG	0	0
MIR601	0	0
MIR602	0	0
MIR603	0	0
MIR604	0	0
MIR605	0	0
MIR606	0	0
MIR6068	0	0
MIR6069	0	0
MIR607	0	0
MIR6070	0	0
MIR6071	0	0
MIR6072	0	0
MIR6073	0	0
MIR6074	0	0
MIR6075	0	0
MIR6076	0	0
MIR6077	0	0
MIR6078	0	0
MIR6079	0	0
MIR608	0	0
MIR6080	0	0
MIR6081	0	0
MIR6082	0	0
MIR6083	0	0
MIR6084	0	0
MIR6085	0	0
MIR6086	0	0
MIR6087	0	0
MIR6088	0	0
MIR6089	0	0
MIR609	0	0
MIR6090	0	0
MIR610	0	0
MIR611	0	0
MIR612	0	0
MIR6124	0	0
MIR6125	0	0
MIR6126	0	0
MIR6127	0	0
MIR6128	0	0
MIR6129	0	0
MIR613	0	0
MIR6130	0	0
MIR6131	0	0
MIR6132	0	0
MIR6133	0	0
MIR6134	0	0
MIR614	0	0
MIR615	0	0
MIR616	0	0
MIR6165	0	0
MIR617	0	0
MIR618	0	0
MIR619	0	0
MIR620	0	0
MIR621	0	0
MIR622	0	0
MIR623	0	0
MIR624	0	0
MIR625	0	0
MIR626	0	0
MIR627	0	0
MIR628	0	0
MIR629	0	0
MIR630	0	0
MIR631	0	0
MIR632	0	0
MIR633	0	0
MIR634	0	0
MIR635	0	0
MIR636	0	0
MIR637	0	0
MIR638	0	0
MIR639	0	0
MIR640	0	0
MIR641	0	0
MIR642A	0	0
MIR642B	0	0
MIR643	0	0
MIR644A	0	0
MIR645	0	0
MIR646	0	0
MIR646HG	0	0
MIR647	0	0
MIR648	0	0
MIR649	0	0
MIR6499	0	0
MIR650	0	0
MIR6500	0	0
MIR6501	0	0
MIR6502	0	0
MIR6503	0	0
MIR6504	0	0
MIR6505	0	0
MIR6506	0	0
MIR6507	0	0
MIR6508	0	0
MIR6509	0	0
MIR651	0	0
MIR6510	0	0
MIR6511A1	0	0
MIR6511A2	0	0
MIR6511A3	0	0
MIR6511A4	0	0
MIR6511B1	0	0
MIR6511B2	0	0
MIR6512	0	0
MIR6513	0	0
MIR6514	0	0
MIR6515	0	0
MIR6516	0	0
MIR652	0	0
MIR653	0	0
MIR654	0	0
MIR655	0	0
MIR656	0	0
MIR657	0	0
MIR658	0	0
MIR659	0	0
MIR660	0	0
MIR661	0	0
MIR662	0	0
MIR663A	0	0
MIR663AHG	0	0
MIR663B	0	0
MIR664A	0	0
MIR664B	0	0
MIR665	0	0
MIR668	0	0
MIR670	0	0
MIR670HG	0	0
MIR671	0	0
MIR6715A	0	0
MIR6715B	0	0
MIR6716	0	0
MIR6717	0	0
MIR6718	0	0
MIR6719	0	0
MIR6720	0	0
MIR6721	0	0
MIR6722	0	0
MIR6723	0	0
MIR6726	0	0
MIR6727	0	0
MIR6728	0	0
MIR6729	0	0
MIR6730	0	0
MIR6731	0	0
MIR6732	0	0
MIR6733	0	0
MIR6734	0	0
MIR6735	0	0
MIR6736	0	0
MIR6737	0	0
MIR6738	0	0
MIR6739	0	0
MIR6740	0	0
MIR6741	0	0
MIR6742	0	0
MIR6743	0	0
MIR6744	0	0
MIR6745	0	0
MIR6746	0	0
MIR6747	0	0
MIR6748	0	0
MIR6749	0	0
MIR675	0	0
MIR6750	0	0
MIR6751	0	0
MIR6752	0	0
MIR6753	0	0
MIR6754	0	0
MIR6755	0	0
MIR6756	0	0
MIR6757	0	0
MIR6758	0	0
MIR6759	0	0
MIR676	0	0
MIR6760	0	0
MIR6761	0	0
MIR6762	0	0
MIR6763	0	0
MIR6764	0	0
MIR6765	0	0
MIR6766	0	0
MIR6767	0	0
MIR6768	0	0
MIR6769A	0	0
MIR6769B	0	0
MIR6770-1	0	0
MIR6770-2	0	0
MIR6770-3	0	0
MIR6771	0	0
MIR6772	0	0
MIR6773	0	0
MIR6774	0	0
MIR6775	0	0
MIR6776	0	0
MIR6777	0	0
MIR6778	0	0
MIR6779	0	0
MIR6780A	0	0
MIR6780B	0	0
MIR6781	0	0
MIR6782	0	0
MIR6783	0	0
MIR6784	0	0
MIR6785	0	0
MIR6786	0	0
MIR6787	0	0
MIR6788	0	0
MIR6789	0	0
MIR6790	0	0
MIR6791	0	0
MIR6792	0	0
MIR6793	0	0
MIR6794	0	0
MIR6795	0	0
MIR6796	0	0
MIR6797	0	0
MIR6798	0	0
MIR6799	0	0
MIR6800	0	0
MIR6801	0	0
MIR6802	0	0
MIR6803	0	0
MIR6804	0	0
MIR6805	0	0
MIR6806	0	0
MIR6807	0	0
MIR6808	0	0
MIR6809	0	0
MIR6810	0	0
MIR6811	0	0
MIR6812	0	0
MIR6813	0	0
MIR6814	0	0
MIR6815	0	0
MIR6816	0	0
MIR6817	0	0
MIR6818	0	0
MIR6819	0	0
MIR6820	0	0
MIR6821	0	0
MIR6822	0	0
MIR6823	0	0
MIR6824	0	0
MIR6825	0	0
MIR6826	0	0
MIR6827	0	0
MIR6828	0	0
MIR6829	0	0
MIR6830	0	0
MIR6831	0	0
MIR6832	0	0
MIR6833	0	0
MIR6834	0	0
MIR6835	0	0
MIR6836	0	0
MIR6837	0	0
MIR6838	0	0
MIR6839	0	0
MIR6840	0	0
MIR6841	0	0
MIR6842	0	0
MIR6843	0	0
MIR6844	0	0
MIR6845	0	0
MIR6846	0	0
MIR6847	0	0
MIR6848	0	0
MIR6849	0	0
MIR6850	0	0
MIR6851	0	0
MIR6852	0	0
MIR6853	0	0
MIR6854	0	0
MIR6855	0	0
MIR6856	0	0
MIR6857	0	0
MIR6858	0	0
MIR6859-1	0	0
MIR6859-4	0	0
MIR6860	0	0
MIR6861	0	0
MIR6862-1	0	0
MIR6862-2	0	0
MIR6863	0	0
MIR6864	0	0
MIR6865	0	0
MIR6866	0	0
MIR6867	0	0
MIR6868	0	0
MIR6869	0	0
MIR6870	0	0
MIR6871	0	0
MIR6872	0	0
MIR6873	0	0
MIR6874	0	0
MIR6875	0	0
MIR6876	0	0
MIR6877	0	0
MIR6878	0	0
MIR6879	0	0
MIR6880	0	0
MIR6881	0	0
MIR6882	0	0
MIR6883	0	0
MIR6884	0	0
MIR6885	0	0
MIR6886	0	0
MIR6887	0	0
MIR6888	0	0
MIR6889	0	0
MIR6890	0	0
MIR6891	0	0
MIR6892	0	0
MIR6893	0	0
MIR6894	0	0
MIR6895	0	0
MIR708	0	0
MIR7-1	0	0
MIR7106	0	0
MIR7107	0	0
MIR7108	0	0
MIR7109	0	0
MIR711	0	0
MIR7110	0	0
MIR7111	0	0
MIR7112	0	0
MIR7113	0	0
MIR7114	0	0
MIR7150	0	0
MIR7151	0	0
MIR7152	0	0
MIR7153	0	0
MIR7154	0	0
MIR7155	0	0
MIR7156	0	0
MIR7157	0	0
MIR7158	0	0
MIR7159	0	0
MIR7160	0	0
MIR7161	0	0
MIR7162	0	0
MIR718	0	0
MIR7-2	0	0
MIR7-3	0	0
MIR7-3HG	0	0
MIR744	0	0
MIR7515	0	0
MIR7515HG	0	0
MIR758	0	0
MIR759	0	0
MIR760	0	0
MIR761	0	0
MIR762	0	0
MIR762HG	0	0
MIR764	0	0
MIR7641-1	0	0
MIR7641-2	0	0
MIR765	0	0
MIR766	0	0
MIR767	0	0
MIR769	0	0
MIR770	0	0
MIR7702	0	0
MIR7703	0	0
MIR7704	0	0
MIR7705	0	0
MIR7706	0	0
MIR7843	0	0
MIR7844	0	0
MIR7845	0	0
MIR7846	0	0
MIR7847	0	0
MIR7848	0	0
MIR7849	0	0
MIR7850	0	0
MIR7851	0	0
MIR7852	0	0
MIR7853	0	0
MIR7854	0	0
MIR7855	0	0
MIR7856	0	0
MIR7973-1	0	0
MIR7973-2	0	0
MIR7974	0	0
MIR7975	0	0
MIR7976	0	0
MIR7977	0	0
MIR7978	0	0
MIR802	0	0
MIR8052	0	0
MIR8053	0	0
MIR8054	0	0
MIR8055	0	0
MIR8056	0	0
MIR8057	0	0
MIR8058	0	0
MIR8059	0	0
MIR8060	0	0
MIR8061	0	0
MIR8062	0	0
MIR8063	0	0
MIR8064	0	0
MIR8065	0	0
MIR8066	0	0
MIR8067	0	0
MIR8068	0	0
MIR8070	0	0
MIR8071-1	0	0
MIR8071-2	0	0
MIR8072	0	0
MIR8073	0	0
MIR8074	0	0
MIR8075	0	0
MIR8076	0	0
MIR8077	0	0
MIR8078	0	0
MIR8079	0	0
MIR8080	0	0
MIR8081	0	0
MIR8082	0	0
MIR8083	0	0
MIR8084	0	0
MIR8085	0	0
MIR8086	0	0
MIR8087	0	0
MIR8088	0	0
MIR8089	0	0
MIR8485	0	0
MIR873	0	0
MIR874	0	0
MIR875	0	0
MIR876	0	0
MIR877	0	0
MIR885	0	0
MIR887	0	0
MIR888	0	0
MIR889	0	0
MIR890	0	0
MIR891A	0	0
MIR891B	0	0
MIR892A	0	0
MIR892B	0	0
MIR892C	0	0
MIR9-1	0	0
MIR9-2	0	0
MIR920	0	0
MIR921	0	0
MIR922	0	0
MIR924	0	0
MIR924HG	0	0
MIR92A1	0	0
MIR92A2	0	0
MIR92B	0	0
MIR93	0	0
MIR9-3	0	0
MIR933	0	0
MIR934	0	0
MIR935	0	0
MIR936	0	0
MIR937	0	0
MIR938	0	0
MIR939	0	0
MIR9-3HG	0	0
MIR940	0	0
MIR941-1	0	0
MIR941-2	0	0
MIR941-3	0	0
MIR941-4	0	0
MIR941-5	0	0
MIR942	0	0
MIR943	0	0
MIR944	0	0
MIR95	0	0
MIR9500	0	0
MIR96	0	0
MIR98	0	0
MIR99A	0	0
MIR99AHG	0	0
MIR99B	0	0
MIRLET7A1	0	0
MIRLET7A2	0	0
MIRLET7A3	0	0
MIRLET7B	0	0
MIRLET7BHG	0	0
MIRLET7C	0	0
MIRLET7D	0	0
MIRLET7DHG	0	0
MIRLET7E	0	0
MIRLET7F1	0	0
MIRLET7F2	0	0
MIRLET7G	0	0
MIRLET7I	0	0
MIS12	206	206
MIS18A	234	234
MIS18BP1	1133	1133
MISP	680	680
MISP3	220	220
MITD1	250	250
MITF	521	521
MIXL1	233	241
MKI67	3257	3257
MKKS	571	571
MKL1	932	967
MKL2	1050	1100
MKLN1	736	736
MKLN1-AS	0	0
MKNK1	466	466
MKNK1-AS1	0	0
MKNK2	466	466
MKRN1	483	483
MKRN2	417	417
MKRN2OS	224	224
MKRN3	508	508
MKRN7P	0	0
MKRN9P	0	0
MKS1	560	562
MKX	353	353
MKX-AS1	0	0
MLANA	119	119
MLC1	378	378
MLEC	293	293
MLF1	269	300
MLF2	249	249
MLH1	757	757
MLH3	1454	1454
MLIP	459	994
MLIP-IT1	0	0
MLKL	472	472
MLLT1	560	560
MLLT10	1069	1069
MLLT10P1	0	0
MLLT11	91	91
MLLT3	569	569
MLLT6	1094	1094
MLN	116	116
MLNR	413	413
MLPH	601	601
MLST8	327	327
MLX	299	299
MLXIP	920	920
MLXIPL	853	853
MLYCD	494	494
MMAA	419	419
MMAB	251	251
MMACHC	283	283
MMADHC	297	297
MMD	239	239
MMD2	271	271
MME	751	751
MMEL1	780	780
MMGT1	132	132
MMP1	470	470
MMP10	477	477
MMP11	489	489
MMP12	470	470
MMP13	472	472
MMP14	583	583
MMP15	670	670
MMP16	608	608
MMP17	604	604
MMP19	509	509
MMP2	661	661
MMP20	484	484
MMP21	570	570
MMP23A	0	0
MMP23B	391	391
MMP24	646	646
MMP24-AS1	0	0
MMP25	563	563
MMP25-AS1	0	0
MMP26	262	262
MMP27	514	514
MMP28	520	520
MMP3	478	478
MMP7	268	268
MMP8	468	468
MMP9	708	708
MMRN1	1229	1229
MMRN2	950	950
MMS19	1031	1031
MMS22L	1244	1244
MN1	1321	1321
MNAT1	310	310
MND1	206	206
MNDA	408	408
MNS1	496	496
MNT	583	583
MNX1	402	402
MNX1-AS1	0	0
MOAP1	352	352
MOB1A	217	259
MOB1B	217	222
MOB2	269	269
MOB3A	218	218
MOB3B	217	217
MOB3C	269	269
MOB4	226	226
MOBP	207	207
MOCOS	889	889
MOCS1	386	386
MOCS2	189	189
MOCS3	461	461
MOG	253	253
MOGAT1	336	336
MOGAT2	335	335
MOGAT3	342	342
MOGS	838	838
MOK	420	420
MON1A	653	653
MON1B	548	548
MON2	1718	1718
MORC1	985	985
MORC1-AS1	0	0
MORC2	971	1033
MORC2-AS1	0	0
MORC3	940	940
MORC4	938	938
MORF4L1	363	363
MORF4L2	289	289
MORF4L2-AS1	0	0
MORN1	498	498
MORN2	80	80
MORN3	241	241
MORN4	147	147
MORN5	162	162
MOS	347	347
MOSPD1	214	214
MOSPD2	519	519
MOSPD3	236	236
MOV10	1004	1004
MOV10L1	1212	1212
MOXD1	614	614
MOXD2P	0	0
MPC1	67	110
MPC1L	137	137
MPC2	128	128
MPDU1	248	248
MPDZ	2042	2071
MPEG1	717	717
MPG	294	299
MPHOSPH10	682	682
MPHOSPH6	161	161
MPHOSPH8	861	861
MPHOSPH9	1184	1184
MPI	424	424
MPIG6B	242	242
MPL	636	636
MPLKIP	180	180
MPND	472	502
MPO	746	746
MPP1	467	467
MPP2	553	598
MPP3	586	611
MPP4	638	638
MPP5	676	676
MPP6	541	541
MPP7	577	577
MPPE1	397	397
MPPED1	327	327
MPPED2	295	295
MPRIP	1026	1039
MPST	318	318
MPV17	177	177
MPV17L	197	197
MPV17L2	207	207
MPZ	249	313
MPZL1	270	270
MPZL2	216	216
MPZL3	236	236
MR1	342	342
MRAP	173	173
MRAP2	206	206
MRAS	209	209
MRC1	1457	1457
MRC2	1480	1480
MRE11	709	709
MREG	215	215
MRFAP1	128	128
MRFAP1L1	128	128
MRGBP	205	205
MRGPRD	322	322
MRGPRE	313	313
MRGPRF	344	344
MRGPRF-AS1	0	0
MRGPRG	290	290
MRGPRG-AS1	0	0
MRGPRX1	323	323
MRGPRX2	331	331
MRGPRX3	323	323
MRGPRX4	323	323
MRI1	370	370
MRLN	47	47
MRM1	354	354
MRM2	247	247
MRM3	421	421
MRNIP	344	344
MRO	263	263
MROH1	1642	1642
MROH2A	1689	1689
MROH2B	1586	1586
MROH5	1319	1319
MROH6	720	720
MROH7	1324	1324
MROH7-TTC4	0	0
MROH8	1043	1043
MROH9	862	862
MRPL1	326	326
MRPL10	272	272
MRPL11	193	193
MRPL12	199	199
MRPL13	179	179
MRPL14	146	199
MRPL15	297	297
MRPL16	252	252
MRPL17	176	176
MRPL18	181	181
MRPL19	293	293
MRPL2	306	306
MRPL20	150	150
MRPL21	206	206
MRPL22	207	207
MRPL23	154	154
MRPL23-AS1	0	0
MRPL24	217	217
MRPL27	149	149
MRPL28	257	257
MRPL3	349	349
MRPL30	162	162
MRPL32	189	189
MRPL33	66	66
MRPL34	93	93
MRPL35	189	189
MRPL36	104	104
MRPL37	424	484
MRPL38	381	381
MRPL39	354	354
MRPL4	312	312
MRPL40	207	207
MRPL41	138	138
MRPL42	143	143
MRPL42P5	0	0
MRPL43	236	236
MRPL44	333	333
MRPL45	307	307
MRPL45P2	0	0
MRPL46	280	280
MRPL47	251	251
MRPL48	213	254
MRPL49	167	167
MRPL50	159	159
MRPL51	129	129
MRPL52	124	124
MRPL53	113	113
MRPL54	139	139
MRPL55	165	165
MRPL57	103	103
MRPL58	207	230
MRPL9	268	268
MRPS10	202	202
MRPS11	195	195
MRPS12	139	139
MRPS14	129	129
MRPS15	258	258
MRPS16	138	138
MRPS17	131	131
MRPS18A	197	197
MRPS18B	259	259
MRPS18C	143	143
MRPS2	297	297
MRPS21	88	88
MRPS22	361	361
MRPS23	191	191
MRPS24	168	168
MRPS25	174	174
MRPS26	206	206
MRPS27	415	429
MRPS28	188	188
MRPS30	440	440
MRPS31	396	396
MRPS31P5	0	0
MRPS33	107	107
MRPS34	219	226
MRPS35	324	324
MRPS36	104	104
MRPS5	431	431
MRPS6	126	126
MRPS7	243	243
MRPS9	397	397
MRRF	263	284
MRS2	444	447
MRS2P2	0	0
MRTO4	240	240
MRVI1	905	913
MRVI1-AS1	0	0
MS4A1	298	298
MS4A10	268	268
MS4A12	268	268
MS4A13	153	153
MS4A14	713	713
MS4A15	241	241
MS4A18	361	361
MS4A2	245	245
MS4A3	215	215
MS4A4A	240	240
MS4A5	201	201
MS4A6A	254	277
MS4A6E	148	148
MS4A7	241	241
MS4A8	251	251
MSANTD1	279	279
